MATRICULA,SIT._LIG_AGUA,SIT._LIG_ESGOTO,NUMERO_HIDROMETRO,TIPO_HIDROMETRO,MARCA_HIDROMETRO,CAPACIDADE_HIDROMETRO,DIAMETRO_HIDROMETRO,CLASSE_METROLOGICA,DATA_INSTALACAO_HIDROMETRO,CATEGORIA_PRINCIPAL,NUMERO_ECONOMIAS_RES,NUMERO_ECONOMIAS_COM,NUMERO_ECONOMIAS_IND,NUMERO_ECONOMIAS_PUB,VOLUME_LIDO,VOLUME_REAL,VOLUME_FATURADO,VALOR_AGUA,VALOR_ESGOTO,VALOR_SERVICOS,VALOR_IMPOSTOS,VALOR_DESCONTOS,VALOR_TOTAL,VOLUME_LIDO_01,VOLUME_REAL_01,VOLUME_FATURADO_01,VALOR_AGUA_01,VALOR_ESGOTO_01,VALOR_SERVICOS_01,VALOR_IMPOSTOS_01,VALOR_DESCONTOS_01,VALOR_TOTAL_01,VOLUME_LIDO_02,VOLUME_REAL_02,VOLUME_FATURADO_02,VALOR_AGUA_02,VALOR_ESGOTO_02,VALOR_SERVICOS_02,VALOR_IMPOSTOS_02,VALOR_DESCONTOS_02,VALOR_TOTAL_02,VOLUME_LIDO_03,VOLUME_REAL_03,VOLUME_FATURADO_03,VALOR_AGUA_03,VALOR_ESGOTO_03,VALOR_SERVICOS_03,VALOR_IMPOSTOS_03,VALOR_DESCONTOS_03,VALOR_TOTAL_03,VOLUME_LIDO_04,VOLUME_REAL_04,VOLUME_FATURADO_04,VALOR_AGUA_04,VALOR_ESGOTO_04,VALOR_SERVICOS_04,VALOR_IMPOSTOS_04,VALOR_DESCONTOS_04,VALOR_TOTAL_04,VOLUME_LIDO_05,VOLUME_REAL_05,VOLUME_FATURADO_05,VALOR_AGUA_05,VALOR_ESGOTO_05,VALOR_SERVICOS_05,VALOR_IMPOSTOS_05,VALOR_DESCONTOS_05,VALOR_TOTAL_05,VOLUME_LIDO_06,VOLUME_REAL_06,VOLUME_FATURADO_06,VALOR_AGUA_06,VALOR_ESGOTO_06,VALOR_SERVICOS_06,VALOR_IMPOSTOS_06,VALOR_DESCONTOS_06,VALOR_TOTAL_06,VOLUME_LIDO_07,VOLUME_REAL_07,VOLUME_FATURADO_07,VALOR_AGUA_07,VALOR_ESGOTO_07,VALOR_SERVICOS_07,VALOR_IMPOSTOS_07,VALOR_DESCONTOS_07,VALOR_TOTAL_07,VOLUME_LIDO_08,VOLUME_REAL_08,VOLUME_FATURADO_08,VALOR_AGUA_08,VALOR_ESGOTO_08,VALOR_SERVICOS_08,VALOR_IMPOSTOS_08,VALOR_DESCONTOS_08,VALOR_TOTAL_08,VOLUME_LIDO_09,VOLUME_REAL_09,VOLUME_FATURADO_09,VALOR_AGUA_09,VALOR_ESGOTO_09,VALOR_SERVICOS_09,VALOR_IMPOSTOS_09,VALOR_DESCONTOS_09,VALOR_TOTAL_09,VOLUME_LIDO_10,VOLUME_REAL_10,VOLUME_FATURADO_10,VALOR_AGUA_10,VALOR_ESGOTO_10,VALOR_SERVICOS_10,VALOR_IMPOSTOS_10,VALOR_DESCONTOS_10,VALOR_TOTAL_10,VOLUME_LIDO_11,VOLUME_REAL_11,VOLUME_FATURADO_11,VALOR_AGUA_11,VALOR_ESGOTO_11,VALOR_SERVICOS_11,VALOR_IMPOSTOS_11,VALOR_DESCONTOS_11,VALOR_TOTAL_11,VOLUME_LIDO_12,VOLUME_REAL_12,VOLUME_FATURADO_12,VALOR_AGUA_12,VALOR_ESGOTO_12,VALOR_SERVICOS_12,VALOR_IMPOSTOS_12,VALOR_DESCONTOS_12,VALOR_TOTAL_12,CAPACIDADE_HIDROMETRO_NUM,DATA_INSTALACAO_HIDROMETRO_DT,IDADE_HIDRO_ANOS,RECEITA_TOTAL_12M,VOLUME_TOTAL_12M,MESES_DADOS_AUSENTES,MESES_CONSUMO_ZERO,DIVERGENCIA_VOL,FLAG_ANOMALIA_LEITURA,FLAG_SEM_HIDROMETRO,FLAG_CONSUMO_ZERO,MEDIA_VOL_12M,STD_VOL_12M,FLAG_OUTLIER_EXTREMO,FLAG_DADOS_INCOMPLETOS,SCORE_PRIORIDADE,RECEITA_POTENCIAL_SUBMED,FLAG_CONSUMO_CONSTANTE,FLAG_CONSUMO_IMPLAUSIVEL,VALOR_TOTAL_CALCULADO,DIFERENCA_FATURAMENTO,FLAG_INCONSIST_FATURAMENTO,FLAG_FATURADO_MENOR_REAL,FLAG_VOLUME_LIDO_NEGATIVO,FLAG_VOLUME_REAL_NEGATIVO,FLAG_VOLUME_FATURADO_NEGATIVO,FLAG_VALOR_AGUA_NEGATIVO,FLAG_VALOR_ESGOTO_NEGATIVO,FLAG_VALOR_SERVICOS_NEGATIVO,FLAG_VALOR_IMPOSTOS_NEGATIVO,FLAG_VALOR_DESCONTOS_NEGATIVO,FLAG_VALOR_TOTAL_NEGATIVO,FLAG_VOLUME_NEGATIVO,FLAG_VALOR_NEGATIVO,FLAG_ATIVA_SEM_RECEITA,FLAG_SEM_CATEGORIA,FLAG_DATA_INVALIDA,TOTAL_ECONOMIAS,FLAG_ZERO_ECONOMIAS,FLAG_REAL_MAIOR_LIDO
1373853-4,ATIVA,ATIVA,B17B500172,ULTRASSONICO,MARCA B,"4,0",3/4,CLASSE C,27/04/2018,INDUSTRIAL,0.0,0.0,1.0,0.0,445.0,445.0,445.0,5444.72,4355.78,0.0,0.0,0.0,9800.5,313.0,313.0,313.0,3815.84,3052.67,0.0,0.0,0.0,6868.51,120.0,120.0,120.0,1434.22,1147.38,0.0,0.0,0.0,2581.6,198.0,198.0,198.0,2396.74,1917.39,0.0,0.0,0.0,4314.13,300.0,300.0,300.0,3492.49,2793.99,0.0,0.0,0.0,6286.48,337.0,337.0,337.0,3928.72,3142.98,0.0,0.0,0.0,7071.7,369.0,369.0,369.0,4306.0,3444.8,0.0,0.0,0.0,7750.8,320.0,320.0,320.0,3728.29,2982.63,0.0,0.0,0.0,6710.92,254.0,254.0,254.0,2950.15,2360.12,0.0,0.0,0.0,5310.27,339.0,339.0,339.0,3952.3,3161.84,0.0,0.0,0.0,7114.14,345.0,345.0,345.0,4023.04,3218.43,0.0,0.0,0.0,7241.47,309.0,309.0,309.0,3598.6,2878.88,0.0,0.0,0.0,6477.48,357.0,357.0,357.0,4164.52,3331.62,0.0,0.0,0.0,7496.14,4.0,2018-04-27,8.049281314168377,85024.14,4006.0,0,0,0.0,False,False,False,308.15384615384613,80.96073755618228,False,False,10,17640.9,False,False,9800.5,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1373854-2,ATIVA,ATIVA,Y21S506902,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,28/07/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,30.0,30.0,30.0,260.92,208.74,0.0,0.0,0.0,469.66,22.0,22.0,22.0,166.13,132.9,0.0,0.0,0.0,299.03,21.0,21.0,21.0,156.6,125.28,0.0,0.0,0.0,281.88,24.0,24.0,24.0,185.19,148.15,0.0,0.0,0.0,333.34,27.0,27.0,27.0,211.26,169.01,0.0,0.0,0.0,380.27,21.0,21.0,21.0,149.56,119.65,0.0,0.0,0.0,269.21,29.0,29.0,29.0,236.56,189.25,0.0,0.0,0.0,425.81,26.0,26.0,26.0,198.61,158.89,0.0,0.0,0.0,357.5,27.0,27.0,27.0,211.26,169.01,0.0,0.0,0.0,380.27,26.0,26.0,26.0,198.61,158.89,0.0,0.0,0.0,357.5,31.0,31.0,31.0,261.86,209.49,0.0,0.0,0.0,471.35,27.0,27.0,27.0,211.26,169.01,0.0,0.0,0.0,380.27,28.0,28.0,28.0,223.91,179.13,0.0,0.0,0.0,403.04,1.6,2022-07-28,3.7973990417522243,4809.13,339.0,0,0,0.0,False,False,False,26.076923076923077,3.2522181779399544,False,False,0,845.3879999999999,False,False,469.66,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1373855-0,ATIVA,ATIVA,Y21S506273,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,23/08/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,27.0,27.0,27.0,221.2,176.96,148.75,0.0,0.0,546.91,11.0,11.0,11.0,61.3,49.04,156.87,0.0,0.0,267.21,13.0,13.0,13.0,80.36,64.29,151.61,0.0,0.0,296.26,31.0,31.0,31.0,274.16,219.33,139.18,0.0,0.0,632.67,21.0,21.0,21.0,149.56,119.65,139.18,0.0,0.0,408.39,16.0,16.0,16.0,104.06,83.25,146.97,0.0,0.0,334.28,17.0,17.0,17.0,113.16,90.53,152.89,0.0,0.0,356.58,19.0,19.0,19.0,131.36,105.09,146.58,0.0,0.0,383.03,27.0,27.0,27.0,211.26,169.01,147.46,0.0,0.0,527.73,17.0,17.0,17.0,113.16,90.53,148.87,0.0,0.0,352.56,20.0,20.0,20.0,140.46,112.37,147.88,0.0,0.0,400.71,22.0,22.0,22.0,158.66,126.93,148.5,0.0,0.0,434.09,20.0,20.0,20.0,140.46,112.37,155.08,0.0,0.0,407.91,1.6,2022-08-23,3.7262149212867897,5348.329999999999,261.0,0,0,0.0,False,False,False,20.076923076923077,5.69300065082171,False,False,0,984.4379999999999,False,False,546.91,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1373856-9,ATIVA,ATIVA,Y21S227379,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,25/04/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,19.0,19.0,19.0,137.54,110.03,0.0,0.0,0.0,247.57,16.0,16.0,16.0,108.95,87.16,0.0,0.0,0.0,196.11,16.0,16.0,16.0,108.95,87.16,0.0,0.0,0.0,196.11,11.0,11.0,11.0,61.3,49.04,0.0,0.0,0.0,110.34,41.0,41.0,41.0,388.36,310.69,0.0,0.0,0.0,699.05,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,1.6,2022-04-25,4.054757015742642,2751.0999999999995,219.0,0,0,0.0,False,False,False,16.846153846153847,7.581184536360988,False,False,0,445.626,False,False,247.57,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1373857-7,ATIVA,ATIVA,Y21S226256,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,28/03/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,10.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,8.0,8.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,12.0,12.0,12.0,70.83,56.66,0.0,0.0,0.0,127.49,8.0,8.0,10.0,51.77,41.42,3.09,0.0,0.0,96.28,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,8.0,8.0,10.0,49.46,39.57,2.14,0.0,0.0,91.17,8.0,8.0,10.0,49.46,39.57,2.05,0.0,0.0,91.08,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,5.0,5.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.6,2022-03-28,4.131416837782341,1215.61,132.0,0,0,0.0,False,False,False,8.384615384615385,1.6602440351979153,False,False,0,167.742,False,False,93.19,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1373858-5,ATIVA,ATIVA,Y21S228824,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,21/07/2022,COMERCIAL,0.0,1.0,0.0,0.0,22.0,22.0,22.0,224.37,179.5,14.09,0.0,0.0,417.96,21.0,21.0,21.0,212.03,169.62,0.0,0.0,0.0,381.65,29.0,29.0,29.0,310.75,248.6,12.07,0.0,0.0,571.42,41.0,41.0,41.0,458.83,367.06,0.0,0.0,0.0,825.89,26.0,26.0,26.0,261.52,209.22,0.0,0.0,0.0,470.74,16.0,16.0,16.0,143.62,114.9,0.0,0.0,0.0,258.52,7.0,7.0,10.0,72.88,58.3,3.1,0.0,0.0,134.28,9.0,9.0,10.0,72.88,58.3,3.18,0.0,0.0,134.36,8.0,8.0,10.0,72.88,58.3,0.0,0.0,0.0,131.18,7.0,7.0,10.0,72.88,58.3,5.26,0.0,0.0,136.44,9.0,9.0,10.0,72.88,58.3,9.67,0.0,0.0,140.85,16.0,16.0,16.0,143.62,114.9,0.0,0.0,0.0,258.52,25.0,25.0,25.0,249.73,199.78,4.05,0.0,0.0,453.56,1.6,2022-07-21,3.8165639972621492,4315.37,246.0,0,0,0.0,False,False,False,18.153846153846153,10.407098169407854,False,False,0,752.328,False,False,417.96,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1373859-3,ATIVA,ATIVA,Y21S506933,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,28/07/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,39.0,39.0,39.0,380.08,304.06,0.0,0.0,0.0,684.14,33.0,33.0,33.0,300.64,240.51,0.0,0.0,0.0,541.15,34.0,34.0,34.0,313.88,251.1,0.0,0.0,0.0,564.98,41.0,41.0,41.0,406.56,325.25,15.6,0.0,0.0,747.41,35.0,35.0,35.0,312.46,249.97,0.0,0.0,0.0,562.43,37.0,37.0,37.0,337.76,270.21,24.56,0.0,0.0,632.53,36.0,36.0,36.0,325.11,260.09,0.0,0.0,0.0,585.2,37.0,37.0,37.0,337.76,270.21,0.0,0.0,0.0,607.97,40.0,40.0,40.0,375.71,300.57,0.0,0.0,0.0,676.28,32.0,32.0,32.0,274.51,219.61,0.0,0.0,0.0,494.12,32.0,32.0,32.0,274.51,219.61,0.0,0.0,0.0,494.12,31.0,31.0,31.0,261.86,209.49,0.0,0.0,0.0,471.35,38.0,38.0,38.0,350.41,280.33,0.0,0.0,0.0,630.74,1.6,2022-07-28,3.7973990417522243,7692.419999999999,465.0,0,0,0.0,False,False,False,35.76923076923077,3.244324432858253,False,False,0,1231.452,False,False,684.14,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1373860-7,ATIVA,ATIVA,Y21S227154,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,30/03/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,13.0,13.0,13.0,80.36,64.29,0.0,0.0,0.0,144.65,9.0,9.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,9.0,9.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,11.0,11.0,11.0,61.3,49.04,0.0,0.0,0.0,110.34,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,12.0,12.0,12.0,67.66,54.13,0.0,0.0,0.0,121.79,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,12.0,12.0,12.0,67.66,54.13,0.0,0.0,0.0,121.79,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,1.6,2022-03-30,4.125941136208077,1422.82,145.0,0,0,0.0,False,False,False,11.0,1.2909944487358056,False,False,0,260.37,False,False,144.65,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1373861-5,ATIVA,ATIVA,Y21S227291,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,19/05/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,7.0,7.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,9.0,9.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,13.0,13.0,13.0,80.36,64.29,8.17,0.0,0.0,152.82,20.0,20.0,20.0,147.07,117.66,0.0,0.0,0.0,264.73,12.0,12.0,12.0,67.66,54.13,9.58,0.0,0.0,131.37,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,16.0,16.0,16.0,104.06,83.25,4.89,0.0,0.0,192.2,14.0,14.0,14.0,85.86,68.69,4.23,0.0,0.0,158.78,19.0,19.0,19.0,131.36,105.09,0.0,0.0,0.0,236.45,16.0,16.0,16.0,104.06,83.25,11.11,0.0,0.0,198.42,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,15.0,15.0,15.0,94.96,75.97,14.33,0.0,0.0,185.26,1.6,2022-05-19,3.9890485968514717,2219.2,190.0,0,0,0.0,False,False,False,14.307692307692308,3.568020351787421,False,False,0,167.742,False,False,93.19,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1373862-3,ATIVA,ATIVA,Y21S227194,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,19/05/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,16.0,16.0,16.0,108.95,87.16,0.0,0.0,0.0,196.11,12.0,12.0,12.0,70.83,56.66,0.0,0.0,0.0,127.49,13.0,13.0,13.0,80.36,64.29,0.0,0.0,0.0,144.65,17.0,17.0,17.0,118.48,94.78,0.0,0.0,0.0,213.26,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,16.0,16.0,16.0,104.06,83.25,6.13,0.0,0.0,193.44,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,13.0,13.0,13.0,76.76,61.41,2.48,0.0,0.0,140.65,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,1.6,2022-05-19,3.9890485968514717,2146.59,188.0,0,0,0.0,False,False,False,14.461538461538462,1.4500221041639683,False,False,0,352.998,False,False,196.11,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1373863-1,ATIVA,ATIVA,Y21S227280,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,19/05/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,34.0,34.0,34.0,313.88,251.1,0.0,0.0,0.0,564.98,10.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,8.0,8.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,37.0,37.0,37.0,353.6,282.88,0.0,0.0,0.0,636.48,21.0,21.0,21.0,149.56,119.65,0.0,0.0,0.0,269.21,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,1.6,2022-05-19,3.9890485968514717,3073.63,235.0,0,0,0.0,False,False,False,17.923076923076923,8.450458946723332,False,False,0,1016.9639999999999,False,False,564.98,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1373864-0,ATIVA,ATIVA,Y21S227136,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,18/04/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,14.0,14.0,14.0,89.89,71.91,2.56,0.0,0.0,164.36,14.0,14.0,14.0,89.89,71.91,2.41,0.0,0.0,164.21,11.0,11.0,11.0,61.3,49.04,2.56,0.0,0.0,112.9,11.0,11.0,11.0,61.3,49.04,4.42,0.0,0.0,114.76,12.0,12.0,12.0,67.66,54.13,0.0,0.0,0.0,121.79,17.0,17.0,17.0,113.16,90.53,3.4,0.0,0.0,207.09,18.0,18.0,18.0,122.26,97.81,5.16,0.0,0.0,225.23,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,18.0,18.0,18.0,122.26,97.81,4.19,0.0,0.0,224.26,15.0,15.0,15.0,94.96,75.97,2.85,0.0,0.0,173.78,16.0,16.0,16.0,104.06,83.25,3.05,0.0,0.0,190.36,12.0,12.0,12.0,67.66,54.13,2.09,0.0,0.0,123.88,13.0,13.0,13.0,76.76,61.41,4.6,0.0,0.0,142.77,1.6,2022-04-18,4.073921971252567,2119.94,185.0,0,0,0.0,False,False,False,14.23076923076923,2.4547181153120263,False,False,0,295.848,False,False,164.36,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1373865-8,ATIVA,ATIVA,Y20S145841,UNIJATO - PRE EQUIPADO,MARCA D,"1,6",3/4,CLASSE B,21/08/2020,RESIDENCIAL,1.0,0.0,0.0,0.0,19.0,19.0,19.0,137.54,110.03,0.0,0.0,0.0,247.57,13.0,13.0,13.0,80.36,64.29,0.0,0.0,0.0,144.65,17.0,17.0,17.0,118.48,94.78,0.0,0.0,0.0,213.26,17.0,17.0,17.0,118.48,94.78,0.0,0.0,0.0,213.26,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69,19.0,19.0,19.0,131.36,105.09,0.0,0.0,0.0,236.45,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,19.0,19.0,19.0,131.36,105.09,0.0,0.0,0.0,236.45,1.6,2020-08-21,5.730321697467488,2570.0499999999997,214.0,0,0,0.0,False,False,False,16.46153846153846,2.0254787341673333,False,False,10,445.626,False,False,247.57,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1373866-6,CANCELADA,,,,,,nan,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,13,13,0.0,False,False,False,,,False,True,20,0.0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0.0,False,False
1373867-4,ATIVA,ATIVA,Y21S227252,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,20/05/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,27.0,27.0,27.0,221.2,176.96,18.87,0.0,0.0,417.03,31.0,31.0,31.0,274.16,219.33,0.0,0.0,0.0,493.49,31.0,31.0,31.0,274.16,219.33,108.14,0.0,0.0,601.63,26.0,26.0,26.0,207.96,166.37,0.0,0.0,0.0,374.33,26.0,26.0,26.0,198.61,158.89,114.7,0.0,0.0,472.2,37.0,37.0,37.0,337.76,270.21,22.41,0.0,0.0,630.38,33.0,33.0,33.0,287.16,229.73,20.7,0.0,0.0,537.59,6.0,6.0,10.0,49.46,39.57,24.65,0.0,0.0,113.68,46.0,46.0,46.0,451.61,361.29,0.0,0.0,0.0,812.9,26.0,26.0,26.0,198.61,158.89,36.44,0.0,0.0,393.94,30.0,30.0,30.0,249.21,199.37,0.0,0.0,0.0,448.58,25.0,25.0,25.0,185.96,148.77,85.17,0.0,0.0,419.9,29.0,29.0,29.0,236.56,189.25,70.73,0.0,0.0,496.54,1.6,2022-05-20,3.9863107460643397,6212.189999999999,377.0,0,0,0.0,False,False,False,28.692307692307693,8.910523884566828,False,False,0,750.6539999999999,False,False,417.03,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1373868-2,ATIVA,ATIVA,Y21S506925,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,27/07/2022,RESIDENCIAL,2.0,0.0,0.0,0.0,27.0,27.0,27.0,170.25,136.2,0.0,0.0,0.0,306.45,25.0,25.0,25.0,151.19,120.95,0.0,0.0,0.0,272.14,27.0,27.0,27.0,170.25,136.2,0.0,0.0,0.0,306.45,27.0,27.0,27.0,170.25,136.2,0.0,0.0,0.0,306.45,24.0,24.0,24.0,135.32,108.26,0.0,0.0,0.0,243.58,29.0,29.0,29.0,180.82,144.66,0.0,0.0,0.0,325.48,31.0,31.0,31.0,199.02,159.22,0.0,0.0,0.0,358.24,28.0,28.0,28.0,171.72,137.38,0.0,0.0,0.0,309.1,27.0,27.0,27.0,162.62,130.1,0.0,0.0,0.0,292.72,28.0,28.0,28.0,171.72,137.38,0.0,0.0,0.0,309.1,31.0,31.0,31.0,199.02,159.22,0.0,0.0,0.0,358.24,27.0,27.0,27.0,162.62,130.1,0.0,0.0,0.0,292.72,26.0,26.0,26.0,153.52,122.82,0.0,0.0,0.0,276.34,1.6,2022-07-27,3.800136892539357,3957.01,357.0,0,0,0.0,False,False,False,27.46153846153846,2.0254787341673333,False,False,0,551.6099999999999,False,False,306.45,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False
1373869-0,ATIVA,ATIVA,Y21S227240,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,20/05/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,13.0,13.0,13.0,80.36,64.29,0.0,0.0,0.0,144.65,12.0,12.0,12.0,70.83,56.66,0.0,0.0,0.0,127.49,13.0,13.0,13.0,80.36,64.29,0.0,0.0,0.0,144.65,13.0,13.0,13.0,80.36,64.29,0.0,0.0,0.0,144.65,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,12.0,12.0,12.0,67.66,54.13,0.0,0.0,0.0,121.79,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,1.6,2022-05-20,3.9863107460643397,1723.0700000000004,163.0,0,0,0.0,False,False,False,12.538461538461538,1.7614096918559585,False,False,0,260.37,False,False,144.65,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
