MATRICULA,SIT._LIG_AGUA,SIT._LIG_ESGOTO,NUMERO_HIDROMETRO,TIPO_HIDROMETRO,MARCA_HIDROMETRO,CAPACIDADE_HIDROMETRO,DIAMETRO_HIDROMETRO,CLASSE_METROLOGICA,DATA_INSTALACAO_HIDROMETRO,CATEGORIA_PRINCIPAL,NUMERO_ECONOMIAS_RES,NUMERO_ECONOMIAS_COM,NUMERO_ECONOMIAS_IND,NUMERO_ECONOMIAS_PUB,VOLUME_LIDO,VOLUME_REAL,VOLUME_FATURADO,VALOR_AGUA,VALOR_ESGOTO,VALOR_SERVICOS,VALOR_IMPOSTOS,VALOR_DESCONTOS,VALOR_TOTAL,VOLUME_LIDO_01,VOLUME_REAL_01,VOLUME_FATURADO_01,VALOR_AGUA_01,VALOR_ESGOTO_01,VALOR_SERVICOS_01,VALOR_IMPOSTOS_01,VALOR_DESCONTOS_01,VALOR_TOTAL_01,VOLUME_LIDO_02,VOLUME_REAL_02,VOLUME_FATURADO_02,VALOR_AGUA_02,VALOR_ESGOTO_02,VALOR_SERVICOS_02,VALOR_IMPOSTOS_02,VALOR_DESCONTOS_02,VALOR_TOTAL_02,VOLUME_LIDO_03,VOLUME_REAL_03,VOLUME_FATURADO_03,VALOR_AGUA_03,VALOR_ESGOTO_03,VALOR_SERVICOS_03,VALOR_IMPOSTOS_03,VALOR_DESCONTOS_03,VALOR_TOTAL_03,VOLUME_LIDO_04,VOLUME_REAL_04,VOLUME_FATURADO_04,VALOR_AGUA_04,VALOR_ESGOTO_04,VALOR_SERVICOS_04,VALOR_IMPOSTOS_04,VALOR_DESCONTOS_04,VALOR_TOTAL_04,VOLUME_LIDO_05,VOLUME_REAL_05,VOLUME_FATURADO_05,VALOR_AGUA_05,VALOR_ESGOTO_05,VALOR_SERVICOS_05,VALOR_IMPOSTOS_05,VALOR_DESCONTOS_05,VALOR_TOTAL_05,VOLUME_LIDO_06,VOLUME_REAL_06,VOLUME_FATURADO_06,VALOR_AGUA_06,VALOR_ESGOTO_06,VALOR_SERVICOS_06,VALOR_IMPOSTOS_06,VALOR_DESCONTOS_06,VALOR_TOTAL_06,VOLUME_LIDO_07,VOLUME_REAL_07,VOLUME_FATURADO_07,VALOR_AGUA_07,VALOR_ESGOTO_07,VALOR_SERVICOS_07,VALOR_IMPOSTOS_07,VALOR_DESCONTOS_07,VALOR_TOTAL_07,VOLUME_LIDO_08,VOLUME_REAL_08,VOLUME_FATURADO_08,VALOR_AGUA_08,VALOR_ESGOTO_08,VALOR_SERVICOS_08,VALOR_IMPOSTOS_08,VALOR_DESCONTOS_08,VALOR_TOTAL_08,VOLUME_LIDO_09,VOLUME_REAL_09,VOLUME_FATURADO_09,VALOR_AGUA_09,VALOR_ESGOTO_09,VALOR_SERVICOS_09,VALOR_IMPOSTOS_09,VALOR_DESCONTOS_09,VALOR_TOTAL_09,VOLUME_LIDO_10,VOLUME_REAL_10,VOLUME_FATURADO_10,VALOR_AGUA_10,VALOR_ESGOTO_10,VALOR_SERVICOS_10,VALOR_IMPOSTOS_10,VALOR_DESCONTOS_10,VALOR_TOTAL_10,VOLUME_LIDO_11,VOLUME_REAL_11,VOLUME_FATURADO_11,VALOR_AGUA_11,VALOR_ESGOTO_11,VALOR_SERVICOS_11,VALOR_IMPOSTOS_11,VALOR_DESCONTOS_11,VALOR_TOTAL_11,VOLUME_LIDO_12,VOLUME_REAL_12,VOLUME_FATURADO_12,VALOR_AGUA_12,VALOR_ESGOTO_12,VALOR_SERVICOS_12,VALOR_IMPOSTOS_12,VALOR_DESCONTOS_12,VALOR_TOTAL_12,CAPACIDADE_HIDROMETRO_NUM,DATA_INSTALACAO_HIDROMETRO_DT,IDADE_HIDRO_ANOS,RECEITA_TOTAL_12M,VOLUME_TOTAL_12M,MESES_DADOS_AUSENTES,MESES_CONSUMO_ZERO,DIVERGENCIA_VOL,FLAG_ANOMALIA_LEITURA,FLAG_SEM_HIDROMETRO,FLAG_CONSUMO_ZERO,MEDIA_VOL_12M,STD_VOL_12M,FLAG_OUTLIER_EXTREMO,FLAG_DADOS_INCOMPLETOS,SCORE_PRIORIDADE,RECEITA_POTENCIAL_SUBMED,FLAG_CONSUMO_CONSTANTE,FLAG_CONSUMO_IMPLAUSIVEL,VALOR_TOTAL_CALCULADO,DIFERENCA_FATURAMENTO,FLAG_INCONSIST_FATURAMENTO,FLAG_FATURADO_MENOR_REAL,FLAG_VOLUME_LIDO_NEGATIVO,FLAG_VOLUME_REAL_NEGATIVO,FLAG_VOLUME_FATURADO_NEGATIVO,FLAG_VALOR_AGUA_NEGATIVO,FLAG_VALOR_ESGOTO_NEGATIVO,FLAG_VALOR_SERVICOS_NEGATIVO,FLAG_VALOR_IMPOSTOS_NEGATIVO,FLAG_VALOR_DESCONTOS_NEGATIVO,FLAG_VALOR_TOTAL_NEGATIVO,FLAG_VOLUME_NEGATIVO,FLAG_VALOR_NEGATIVO,FLAG_ATIVA_SEM_RECEITA,FLAG_SEM_CATEGORIA,FLAG_DATA_INVALIDA,TOTAL_ECONOMIAS,FLAG_ZERO_ECONOMIAS,FLAG_REAL_MAIOR_LIDO
1373870-4,ATIVA,ATIVA,Y21S227390,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,25/04/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,13.0,13.0,13.0,80.36,64.29,0.0,0.0,0.0,144.65,13.0,13.0,13.0,80.36,64.29,0.0,0.0,0.0,144.65,14.0,14.0,14.0,89.89,71.91,0.0,0.0,0.0,161.8,32.0,32.0,32.0,287.4,229.92,0.0,0.0,0.0,517.32,20.0,20.0,20.0,140.46,112.37,0.0,0.0,0.0,252.83,22.0,22.0,22.0,158.66,126.93,0.0,0.0,0.0,285.59,23.0,23.0,23.0,167.76,134.21,0.0,0.0,0.0,301.97,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69,19.0,19.0,19.0,131.36,105.09,0.0,0.0,0.0,236.45,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,1.6,2022-04-25,4.054757015742642,2998.19,237.0,0,0,0.0,False,False,False,18.23076923076923,5.262348115842175,False,False,0,260.37,False,False,144.65,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1373871-2,ATIVA,ATIVA,Y21S227087,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,18/05/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,16.0,16.0,16.0,108.95,87.16,0.0,0.0,0.0,196.11,12.0,12.0,12.0,70.83,56.66,0.0,0.0,0.0,127.49,15.0,15.0,15.0,99.42,79.54,4.75,0.0,0.0,183.71,23.0,23.0,23.0,175.66,140.53,0.0,0.0,0.0,316.19,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,11.0,11.0,11.0,58.56,46.85,2.41,0.0,0.0,107.82,10.0,10.0,10.0,49.46,39.57,5.2,0.0,0.0,94.23,11.0,11.0,11.0,58.56,46.85,2.52,0.0,0.0,107.93,10.0,10.0,10.0,49.46,39.57,92.33,0.0,0.0,181.36,10.0,10.0,10.0,49.46,39.57,25.31,0.0,0.0,114.34,24.0,24.0,24.0,176.86,141.49,0.0,0.0,0.0,318.35,25.0,25.0,25.0,185.96,148.77,12.33,0.0,0.0,347.06,1.6,2022-05-18,3.991786447638604,2272.65,187.0,0,0,0.0,False,False,False,14.307692307692308,5.893281702987668,False,False,0,352.998,False,False,196.11,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1373872-0,ATIVA,ATIVA,Y21S227173,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,28/03/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,13.0,13.0,13.0,80.36,64.29,0.0,0.0,0.0,144.65,7.0,7.0,10.0,51.77,41.42,5.47,0.0,0.0,98.66,16.0,16.0,16.0,108.95,87.16,4.07,0.0,0.0,200.18,17.0,17.0,17.0,118.48,94.78,21.44,0.0,0.0,234.7,16.0,16.0,16.0,104.06,83.25,6.44,0.0,0.0,193.75,21.0,21.0,21.0,149.56,119.65,0.0,0.0,0.0,269.21,29.0,29.0,29.0,236.56,189.25,9.78,0.0,0.0,435.59,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69,15.0,15.0,15.0,94.96,75.97,3.67,0.0,0.0,174.6,15.0,15.0,15.0,94.96,75.97,9.58,0.0,0.0,180.51,14.0,14.0,14.0,85.86,68.69,12.35,0.0,0.0,166.9,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,1.6,2022-03-28,4.131416837782341,2660.68,214.0,0,0,0.0,False,False,False,16.23076923076923,4.935481167928246,False,False,0,260.37,False,False,144.65,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1373873-9,ATIVA,ATIVA,Y21S227140,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,18/04/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,3.0,3.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,2.0,2.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,4.0,4.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,1.0,1.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,4.0,4.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.0,1.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,22.0,22.0,22.0,158.66,126.93,-160.16,0.0,0.0,125.43,29.0,29.0,29.0,236.56,189.25,-282.18,0.0,0.0,143.63,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,8.0,8.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,7.0,7.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,11.0,11.0,11.0,58.56,46.85,139.18,0.0,0.0,244.59,1.6,2022-04-18,4.073921971252567,1838.1299999999999,162.0,0,0,0.0,False,False,False,8.461538461538462,8.35279778093728,False,False,0,167.742,False,False,93.19,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1373874-7,ATIVA,ATIVA,Y21S226161,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,19/04/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,11.0,11.0,11.0,61.3,49.04,0.0,0.0,0.0,110.34,8.0,8.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,10.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,17.0,17.0,17.0,118.48,94.78,0.0,0.0,0.0,213.26,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,5.0,5.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,6.0,6.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.6,2022-04-19,4.071184120465435,1327.6299999999999,139.0,0,0,0.0,False,False,False,9.153846153846153,2.939562151243896,False,False,0,198.61199999999997,False,False,110.34,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1373875-5,ATIVA,ATIVA,Y24L094713,UNIJATO,MARCA C,"1,6",3/4,CLASSE A,22/05/2025,RESIDENCIAL,1.0,0.0,0.0,0.0,24.0,24.0,24.0,185.19,148.15,0.0,0.0,0.0,333.34,20.0,20.0,20.0,147.07,117.66,0.0,0.0,0.0,264.73,26.0,26.0,26.0,207.96,166.37,0.0,0.0,0.0,374.33,21.0,21.0,21.0,156.6,125.28,0.0,0.0,0.0,281.88,23.0,23.0,23.0,167.76,134.21,0.0,0.0,0.0,301.97,20.0,20.0,20.0,140.46,112.37,0.0,0.0,0.0,252.83,21.0,21.0,21.0,149.56,119.65,0.0,0.0,0.0,269.21,26.0,26.0,26.0,198.61,158.89,10.72,0.0,0.0,368.22,28.0,28.0,28.0,223.91,179.13,0.0,0.0,0.0,403.04,33.0,33.0,33.0,287.16,229.73,0.0,0.0,0.0,516.89,24.0,24.0,24.0,176.86,141.49,0.0,0.0,0.0,318.35,24.0,24.0,24.0,176.86,141.49,0.0,0.0,0.0,318.35,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,1.6,2025-05-22,0.9801505817932923,4223.209999999999,308.0,0,0,0.0,False,False,False,23.692307692307693,3.9871588753692646,False,False,0,600.012,False,False,333.34000000000003,5.684341886080802e-14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1373876-3,ATIVA,ATIVA,Y21S227183,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,19/05/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,18.0,18.0,18.0,128.01,102.41,5.36,0.0,0.0,235.78,16.0,16.0,16.0,108.95,87.16,8.53,0.0,0.0,204.64,17.0,17.0,17.0,118.48,94.78,4.33,0.0,0.0,217.59,23.0,23.0,23.0,175.66,140.53,0.0,0.0,0.0,316.19,14.0,14.0,14.0,85.86,68.69,6.15,0.0,0.0,160.7,15.0,15.0,15.0,94.96,75.97,4.41,0.0,0.0,175.34,19.0,19.0,19.0,131.36,105.09,0.0,0.0,0.0,236.45,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69,16.0,16.0,16.0,104.06,83.25,6.07,0.0,0.0,193.38,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,19.0,19.0,19.0,131.36,105.09,12.93,0.0,0.0,249.38,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,1.6,2022-05-19,3.9890485968514717,2705.9300000000003,219.0,0,0,0.0,False,False,False,16.846153846153847,2.4781092875467863,False,False,0,424.404,False,False,235.78,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1373877-1,ATIVA,ATIVA,Y21S506915,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,29/07/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,40.0,40.0,40.0,393.32,314.66,0.0,0.0,0.0,707.98,28.0,28.0,28.0,234.44,187.55,0.0,0.0,0.0,421.99,34.0,34.0,34.0,313.88,251.1,0.0,0.0,0.0,564.98,46.0,46.0,46.0,472.76,378.21,14.68,0.0,0.0,865.65,28.0,28.0,28.0,223.91,179.13,0.0,0.0,0.0,403.04,42.0,42.0,42.0,401.01,320.81,0.0,0.0,0.0,721.82,59.0,59.0,59.0,642.97,514.38,10.68,0.0,0.0,1168.03,47.0,47.0,47.0,464.26,371.41,0.0,0.0,0.0,835.67,33.0,33.0,33.0,287.16,229.73,0.0,0.0,0.0,516.89,52.0,52.0,52.0,533.49,426.79,0.0,0.0,0.0,960.28,46.0,46.0,46.0,451.61,361.29,21.35,0.0,0.0,834.25,46.0,46.0,46.0,451.61,361.29,0.0,0.0,0.0,812.9,54.0,54.0,54.0,564.77,451.82,0.0,0.0,0.0,1016.59,1.6,2022-07-29,3.7946611909650922,9830.07,555.0,0,0,0.0,False,False,False,42.69230769230769,9.750082182428136,False,False,0,1274.364,False,False,707.98,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1373878-0,ATIVA,ATIVA,Y21S227292,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,19/05/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,0.0,0.0,10.0,51.77,41.42,145.69,0.0,0.0,238.88,5.0,5.0,10.0,51.77,41.42,145.69,0.0,0.0,238.88,3.0,3.0,10.0,51.77,41.42,145.69,0.0,0.0,238.88,6.0,6.0,10.0,51.77,41.42,139.18,0.0,0.0,232.37,4.0,4.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,7.0,7.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,11.0,11.0,11.0,58.56,46.85,139.18,0.0,0.0,244.59,14.0,14.0,14.0,85.86,68.69,139.18,0.0,0.0,293.73,17.0,17.0,17.0,113.16,90.53,143.82,0.0,0.0,347.51,12.0,12.0,12.0,67.66,54.13,139.18,0.0,0.0,260.97,7.0,7.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,8.0,8.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,7.0,7.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,1.6,2022-05-19,3.9890485968514717,3236.8600000000006,144.0,0,1,0.0,False,False,True,7.769230769230769,4.675358206487965,False,False,30,429.98400000000004,False,False,238.88,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1373879-8,ATIVA,ATIVA,Y21S227170,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,23/03/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,32.0,32.0,32.0,287.4,229.92,0.0,0.0,0.0,517.32,28.0,28.0,28.0,234.44,187.55,0.0,0.0,0.0,421.99,28.0,28.0,28.0,234.44,187.55,0.0,0.0,0.0,421.99,16.0,16.0,16.0,108.95,87.16,0.0,0.0,0.0,196.11,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,14.0,14.0,14.0,85.86,68.69,2.56,0.0,0.0,157.11,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,12.0,12.0,12.0,67.66,54.13,0.0,0.0,0.0,121.79,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,1.6,2022-03-23,4.145106091718001,3114.7200000000007,240.0,0,0,0.0,False,False,False,18.46153846153846,6.462911941936914,False,False,0,931.1759999999999,False,False,517.3199999999999,1.1368683772161603e-13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1373880-1,ATIVA,ATIVA,Y21S226164,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,19/04/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,3.0,3.0,10.0,51.77,41.42,1.93,0.0,0.0,95.12,3.0,3.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,2.0,2.0,10.0,51.77,41.42,1.87,0.0,0.0,95.06,2.0,2.0,10.0,51.77,41.42,1.91,0.0,0.0,95.1,3.0,3.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,3.0,3.0,10.0,49.46,39.57,1.84,0.0,0.0,90.87,5.0,5.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,4.0,4.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,4.0,4.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,5.0,5.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,4.0,4.0,10.0,49.46,39.57,1.99,0.0,0.0,91.02,5.0,5.0,10.0,49.46,39.57,1.99,0.0,0.0,91.02,4.0,4.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.6,2022-04-19,4.071184120465435,1185.56,130.0,0,0,0.0,False,False,False,3.6153846153846154,1.0439078454267836,False,False,0,171.216,False,False,95.12,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1373881-0,ATIVA,ATIVA,Y20S145855,UNIJATO - PRE EQUIPADO,MARCA D,"1,6",3/4,CLASSE B,27/08/2020,RESIDENCIAL,1.0,0.0,0.0,0.0,8.0,8.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,5.0,5.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,6.0,6.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,10.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,6.0,6.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,6.0,6.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,6.0,6.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,5.0,5.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,6.0,6.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.6,2020-08-27,5.713894592744696,1174.0299999999997,130.0,0,0,0.0,False,False,False,6.846153846153846,1.4632243987255136,False,False,10,167.742,False,False,93.19,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1373882-8,ATIVA,ATIVA,Y21S227285,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,19/05/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,7.0,7.0,10.0,51.77,41.42,3.68,0.0,0.0,96.87,5.0,5.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,5.0,5.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,7.0,7.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,6.0,6.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,6.0,6.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.6,2022-05-19,3.9890485968514717,1177.7099999999998,130.0,0,0,0.0,False,False,False,7.076923076923077,1.3204505835470495,False,False,0,174.36599999999999,False,False,96.87,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1373883-6,ATIVA,ATIVA,Y21S506922,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,27/07/2022,INDUSTRIAL,0.0,0.0,1.0,0.0,68.0,68.0,68.0,792.54,634.03,77.43,0.0,0.0,1504.0,66.0,66.0,66.0,767.86,614.29,0.0,0.0,0.0,1382.15,174.0,174.0,174.0,2100.58,1680.46,26.81,0.0,0.0,3807.85,91.0,91.0,91.0,1076.36,861.09,32.02,0.0,0.0,1969.47,63.0,63.0,63.0,698.26,558.61,0.0,0.0,0.0,1256.87,78.0,78.0,78.0,875.11,700.09,0.0,0.0,0.0,1575.2,73.0,73.0,73.0,816.16,652.93,0.0,0.0,0.0,1469.09,66.0,66.0,66.0,733.63,586.9,0.0,0.0,0.0,1320.53,52.0,52.0,52.0,568.57,454.86,0.0,0.0,0.0,1023.43,56.0,56.0,56.0,615.73,492.58,0.0,0.0,0.0,1108.31,108.0,108.0,108.0,1228.81,983.05,47.34,0.0,0.0,2259.2,50.0,50.0,50.0,544.99,435.99,0.0,0.0,0.0,980.98,110.0,110.0,110.0,1252.39,1001.91,0.0,0.0,0.0,2254.3,1.6,2022-07-27,3.800136892539357,21911.38,1055.0,0,0,0.0,False,False,False,81.15384615384616,33.86454919687685,False,False,0,2707.2,False,False,1504.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1373884-4,ATIVA,ATIVA,Y21S506260,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,10/01/2023,RESIDENCIAL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,1.0,20.0,103.54,82.83,0.0,0.0,0.0,186.37,0.0,0.0,20.0,103.54,82.83,5.02,0.0,0.0,191.39,0.0,0.0,20.0,103.54,82.83,14.01,0.0,0.0,200.38,0.0,0.0,20.0,98.92,79.14,12.4,0.0,0.0,190.46,36.0,36.0,36.0,244.52,195.62,16.0,0.0,0.0,456.14,25.0,25.0,25.0,144.42,115.54,212.64,0.0,0.0,472.6,13.0,13.0,20.0,98.92,79.14,217.82,0.0,0.0,395.88,27.0,27.0,27.0,162.62,130.1,212.63,0.0,0.0,505.35,24.0,24.0,24.0,135.32,108.26,0.0,0.0,0.0,243.58,29.0,29.0,29.0,180.82,144.66,17.38,0.0,0.0,342.86,21.0,21.0,21.0,108.02,86.42,129.58,0.0,0.0,324.02,34.0,34.0,34.0,226.32,181.06,133.72,0.0,0.0,541.1,1.6,2023-01-10,3.3429158110882957,4050.13,296.0,0,4,0.0,False,False,True,16.153846153846153,14.26444387189206,False,False,50,0.0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2.0,False,False
1373885-2,ATIVA,ATIVA,Y21S227288,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,19/05/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,16.0,16.0,16.0,108.95,87.16,0.0,0.0,0.0,196.11,0.0,0.0,10.0,51.77,41.42,1.93,0.0,0.0,95.12,3.0,3.0,10.0,51.77,41.42,1.93,0.0,0.0,95.12,9.0,9.0,10.0,51.77,41.42,1.97,0.0,0.0,95.16,6.0,6.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,3.39,0.0,0.0,92.42,15.0,15.0,15.0,94.96,75.97,3.07,0.0,0.0,174.0,14.0,14.0,14.0,85.86,68.69,1.97,0.0,0.0,156.52,13.0,13.0,13.0,76.76,61.41,5.73,0.0,0.0,143.9,6.0,6.0,10.0,49.46,39.57,2.05,0.0,0.0,91.08,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,2.0,2.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.6,2022-05-19,3.9890485968514717,1495.5499999999997,148.0,0,2,0.0,False,False,False,7.769230769230769,5.570066518960166,False,False,0,352.998,False,False,196.11,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
